Ubigeo,Departamento,Provincia,Distrito,Prov + Distrito,Pob. Rural ('000s),Pob. Urbana  ('000s),Education Centres Rural - 2019,Education Centres  Urban - 2019,Non-reading population 2017,Teachers - Elementary,Teachers - Secondary,Average Years of Study,Budget 2022 (S/ Mn),Expenses 2022 (S/ Mn),Income 2022 (S/ Mn),Distritos's suspicious money laundry operations 2022,People with cellphone 2022,People with internet 2022,Poverty (%),Men Illiteracy (#),Women Illiteracy (#),Agricultural Tipology 2,Area KM2,Discrimination %,*EC_Rural,*EC_Urban,*EC_SQKM,*Pop_Density,*Teachers_Pop,*Teachers_EC,*D_Month-Income_PerCapita - Pounds,*Pop_Total,*Illiteracy_Total,*Illiteracy_Pop,*Cel_Pop,*Int_Pop,Income_Zscore,_classPoverty (%),_class*D_Month-Income_PerCapita - Pounds,_class*EC_SQKM,_class*Illiteracy_Pop,_class*Teachers_EC,_classDiscrimination %,_classDistritos's suspicious money laundry operations 2022,_class*Cel_Pop,_class*Int_Pop,Vulnerability_Score,EC_SQKM_Category,Teachers_EC_SCategory,Total Education Centres - 2019,Poverty (%) Normalized
120707,JUNIN,TARMA,PALCAMAYO,TARMAPALCAMAYO,1590,2069,13,11,294,39,32,7.1,39.2407,3.0739,4.0455,321.0,3620.86,74.86,24.6,75,219,0.0,139.5221346,5.9,122.3076923076923,188.0909090909091,172.0157168524284,26.22522949845981,1.940420880021864,2.9583333333333335,19.348524186936316,3659,294,0.08034982235583493,98.95763869909811,2.045914184203334,-0.2833523145374686,0,1,1,1,1,1,1,0,1,7,Below Mean,Above Mean,24,31.17241379310345
120708,JUNIN,TARMA,SAN PEDRO DE CAJAS,TARMASAN PEDRO DE CAJAS,688,3016,18,10,410,42,37,6.9,15.37753,3.2813000000000003,3.3389,321.0,3723.2999999999997,102.44,26.8,76,335,0.0,423.55059950000003,5.9,38.22222222222222,301.6,66.10780396262902,8.745118067056353,2.1328293736501083,2.8214285714285716,15.775040496760258,3704,411,0.11096112311015119,100.0,2.7656587473002157,-0.30980976835403756,1,1,1,0,1,1,1,0,1,7,Below Mean,Below Mean,28,33.881773399014776
120709,JUNIN,TARMA,TAPO,TARMATAPO,3838,876,12,15,469,43,49,6.5,16.76547,3.4939,3.9446999999999997,321.0,3719.36,19.7,45.4,115,354,0.0,175.0734936,5.9,319.8333333333333,58.4,154.2209471280009,26.92583499116282,1.951633432329232,3.4074074074074074,14.644092066185827,4714,469,0.09949087823504454,78.90029698769622,0.41790411540093336,-0.3181831144960959,1,1,1,1,0,1,1,1,1,8,Below Mean,Above Mean,27,56.788177339901466
120701,JUNIN,TARMA,TARMA,TARMATARMA,5169,45302,42,131,1907,394,420,10.1,218.09686,30.244,29.9327,321.0,49100.28,12678.92,14.5,323,1584,0.0,369.8233318,5.9,123.07142857142857,345.8167938931298,467.79092913899274,136.47327158713352,1.612807354718551,4.705202312138728,10.378677854609577,50471,1907,0.03778407402270611,97.28414336945968,25.121198311901882,-0.3497635019542951,0,1,0,1,0,1,1,0,0,4,Below Mean,Above Mean,173,18.733990147783253
120802,JUNIN,YAULI,CHACAPALPA,YAULICHACAPALPA,442,265,6,3,47,9,9,7.6,7.36858,4.9942,5.2861,321.0,728.9,3.94,24.4,12,36,0.0,154.1881724,5.9,73.66666666666667,88.33333333333333,58.370235926085854,4.585306311082522,2.545968882602546,2.0,130.84405940594058,707,48,0.06789250353606789,100.0,0.5572842998585572,0.5421413016556154,0,0,1,1,1,1,1,0,1,6,Below Mean,Below Mean,9,30.92610837438423
120803,JUNIN,YAULI,HUAY-HUAY,YAULIHUAY-HUAY,119,1921,1,9,33,16,21,9.2,16.47408,9.8941,10.6458,321.0,1268.68,11.82,13.6,9,25,0.0,159.0241153,5.9,119.0,213.44444444444446,62.88354430480519,12.82824303818026,1.8137254901960786,3.7,91.32426470588236,2040,34,0.016666666666666666,62.190196078431384,0.5794117647058824,0.24954359203361845,0,0,1,1,0,1,1,1,1,6,Below Mean,Above Mean,10,17.625615763546797
120801,JUNIN,YAULI,LA OROYA,YAULILA OROYA,160,14351,6,48,287,192,159,10.7,159.00803,20.0439,37.087900000000005,321.0,14404.64,2970.7599999999998,12.6,35,252,0.0,315.1215549,5.9,26.666666666666668,298.9791666666667,171.36244461962067,46.04889692361695,2.4188546619805664,6.5,44.72732754462133,14511,287,0.019778099372889532,99.26703879815312,20.47246916132589,-0.09545205362354389,0,1,1,1,0,1,1,0,0,5,Below Mean,Above Mean,54,16.39408866995074
120804,JUNIN,YAULI,MARCAPOMACOCHA,YAULIMARCAPOMACOCHA,280,578,9,4,29,12,16,8.5,25.0667,5.2462,10.4016,321.0,1016.52,110.32,20.5,6,22,0.0,733.3729396,5.9,31.11111111111111,144.5,17.726315354764147,1.1699368134144337,3.263403263403263,2.1538461538461537,212.15384615384616,858,28,0.03263403263403263,100.0,12.857808857808855,1.1441448685480091,0,0,1,1,1,1,1,0,0,5,Below Mean,Below Mean,13,26.1231527093596
120805,JUNIN,YAULI,MOROCOCHA,YAULIMOROCOCHA,551,4671,6,7,62,43,41,10.0,36.12433,14.4869,48.7235,321.0,3384.46,788.0,14.2,2,60,0.0,219.659702,5.9,91.83333333333333,667.2857142857143,59.18245304730496,23.773136139463578,1.6085790884718498,6.461538461538462,163.28250670241286,5222,62,0.011872845653006512,64.81156644963616,15.090003829950211,0.7823099425779241,0,0,1,1,0,1,1,1,0,5,Below Mean,Above Mean,13,18.36453201970443
120806,JUNIN,YAULI,PACCHA,YAULIPACCHA,432,1248,2,4,57,12,7,10.0,13.00425,6.4287,8.867,321.0,1678.44,51.22,13.6,7,50,0.0,268.05552650000004,5.9,216.0,312.0,22.383422115342952,6.267358192296027,1.130952380952381,3.1666666666666665,92.36458333333333,1680,57,0.033928571428571426,99.90714285714286,3.0488095238095236,0.2572459308230658,0,0,1,1,0,1,1,0,1,5,Below Mean,Above Mean,6,17.625615763546797
120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,YAULISANTA BARBARA DE CARHUACAYAN,490,644,3,4,41,9,8,8.0,31.25663,13.5547,22.389200000000002,321.0,795.88,27.58,20.5,2,39,0.0,563.1380849,5.9,163.33333333333334,161.0,12.430343796127792,2.013715694972702,1.4991181657848323,2.4285714285714284,345.5123456790124,1134,41,0.036155202821869487,70.18342151675485,2.4320987654320985,2.131508082750949,0,0,1,1,1,1,1,1,1,7,Below Mean,Below Mean,7,26.1231527093596
120808,JUNIN,YAULI,SANTA ROSA DE SACCO,YAULISANTA ROSA DE SACCO,22,9038,1,39,242,51,130,10.6,37.75938,17.3394,20.654799999999998,321.0,8841.36,1706.02,12.6,44,199,0.0,82.4985479,5.9,22.0,231.74358974358975,484.85701891972326,109.82011478531733,1.9977924944812362,4.525,39.89613686534216,9060,243,0.02682119205298013,97.58675496688743,18.830242825607062,-0.13122135197726592,0,1,0,1,0,1,1,0,0,4,Below Mean,Above Mean,40,16.39408866995074
120809,JUNIN,YAULI,SUITUCANCHA,YAULISUITUCANCHA,292,450,1,4,20,8,10,8.2,11.80502,6.8578,8.617899999999999,321.0,547.66,3.94,24.4,1,19,,177.65437419999998,5.9,292.0,112.5,28.1445363927324,4.176649200681489,2.4258760107816713,3.6,203.25235849056597,742,20,0.026954177897574125,73.80862533692722,0.5309973045822102,1.078239796867553,0,0,1,1,0,1,1,1,1,6,Below Mean,Above Mean,5,30.92610837438423
120810,JUNIN,YAULI,YAULI,YAULIYAULI,1013,4487,7,14,58,39,27,10.5,72.6883,14.5228,23.3967,321.0,4519.18,1516.9,4.3,15,43,0.0,341.34066509999997,5.9,144.71428571428572,320.5,61.522116018165576,16.112935147614795,1.2,3.142857142857143,74.44404545454546,5500,58,0.010545454545454545,82.1669090909091,27.58,0.12456537470368281,0,0,1,1,0,1,1,1,0,5,Below Mean,Above Mean,21,6.172413793103448
130201,LA LIBERTAD,ASCOPE,ASCOPE,ASCOPEASCOPE,500,6263,5,20,233,48,49,9.9,309.78022,24.2196,29.089,,6047.9,1382.94,25.8,75,158,1.0,251.0319976,4.8,100.0,313.15,99.58889798517063,26.94078868294836,1.434274730149342,3.88,75.27095963329883,6763,233,0.03445216619843265,89.42629010794025,20.44861747745084,0.13068770394637078,1,0,1,1,0,0,0,1,0,4,Below Mean,Above Mean,25,32.65024630541872
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,ASCOPECASA GRANDE,1577,27706,15,70,868,184,209,10.2,133.12582,14.4785,15.5385,,26126.14,9192.02,12.5,206,663,1.0,532.8832149,4.8,105.13333333333334,395.8,159.50962166438467,54.95200295527267,1.3420756070074786,4.623529411764705,9.28606187890585,29283,869,0.029675921182938908,89.2194788785302,31.39029471024144,-0.3578530412450152,0,1,1,1,0,0,0,1,0,4,Below Mean,Above Mean,85,16.27093596059113
130202,LA LIBERTAD,ASCOPE,CHICAMA,ASCOPECHICAMA,1256,14309,13,39,568,127,123,9.6,140.81487,8.0867,10.002,,13636.34,3794.22,24.1,161,407,1.0,751.3902455,4.8,96.61538461538461,366.8974358974359,69.20505065300318,20.71493487334605,1.6061676839061998,4.8076923076923075,11.245422422100868,15565,568,0.03649212977834886,87.60899453902987,24.376614198522326,-0.343346275417567,0,1,1,1,0,0,0,1,0,4,Below Mean,Above Mean,52,30.556650246305416
130203,LA LIBERTAD,ASCOPE,CHOCOPE,ASCOPECHOCOPE,2150,7547,5,31,301,65,70,10.2,32.66632,7.8666,9.0425,,8861.06,3203.22,15.1,96,205,1.0,85.0579234,4.8,430.0,243.4516129032258,423.2409934428283,114.00466426153073,1.392183149427658,3.75,16.318835722388368,9697,301,0.031040527998350005,91.37939568938846,33.03310302155305,-0.30578360276462146,0,1,0,1,0,0,0,0,0,2,Below Mean,Above Mean,36,19.472906403940886
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,ASCOPEMAGDALENA DE CAO,456,2206,5,5,115,12,21,9.3,65.75818,3.5218000000000003,3.6064000000000003,,2289.14,961.36,18.4,32,83,1.0,127.5003833,4.8,91.2,441.2,78.43113676349238,20.878368606441672,1.2396694214876034,3.3,23.70848985725019,2662,115,0.043200601051840724,85.99323816679188,36.11419984973704,-0.25107188446826856,0,1,1,1,0,0,0,1,0,4,Below Mean,Above Mean,10,23.536945812807875
130205,LA LIBERTAD,ASCOPE,PAIJAN,ASCOPEPAIJAN,1555,25575,11,62,1049,188,196,9.0,70.89983,19.343,22.282700000000002,,22958.38,5827.26,32.1,292,757,1.0,66.9640826,4.8,141.36363636363637,412.5,1090.1366399067192,405.1425622009492,1.4154072981938814,5.260273972602739,14.373286030224845,27130,1049,0.03866568374493181,84.62359012163657,21.479026907482492,-0.32018811544499703,1,1,0,1,0,0,0,1,0,4,Below Mean,Above Mean,73,40.408866995073886
130206,LA LIBERTAD,ASCOPE,RAZURI,ASCOPERAZURI,2859,6152,14,18,296,61,67,9.1,59.94009,10.3952,15.5121,,8474.94,1662.68,26.0,88,208,1.0,253.4485075,4.8,204.21428571428572,341.77777777777777,126.2583880080651,35.55357294814608,1.4204860725779602,4.0,30.12559649317501,9011,296,0.03284874042836533,94.05104871823328,18.451670180890023,-0.20356073927325177,1,1,1,1,0,0,0,0,0,4,Below Mean,Above Mean,32,32.89655172413793
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,ASCOPESANTIAGO DE CAO,551,19010,2,43,531,113,130,10.2,54.09599,24.0517,26.2707,,18671.66,7206.26,23.1,162,370,1.0,93.3990578,4.8,275.5,442.09302325581393,481.80357553885307,209.43466091367787,1.2422677777209754,5.4,23.50274781452891,19561,532,0.027196973569858392,95.4535044220643,36.83993660855784,-0.25259516288937606,0,1,0,1,0,0,0,0,0,2,Below Mean,Above Mean,45,29.32512315270936
130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,BOLIVARBAMBAMARCA,2482,693,24,3,279,40,38,5.5,17.4862,4.6658,13.434700000000001,,1548.42,0.0,64.8,74,205,1.0,134.5833612,4.8,103.41666666666667,231.0,200.6191535064737,23.591326384557558,2.4566929133858264,2.888888888888889,74.04952755905512,3175,279,0.0878740157480315,48.76913385826772,0.0,0.12164443259096498,1,0,1,1,1,0,0,1,1,6,Below Mean,Below Mean,27,80.67980295566502
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,BOLIVARBOLIVAR,3176,1703,52,9,315,66,73,7.0,94.11572,12.1174,9.45,,3522.36,82.74,48.0,98,217,1.0,601.6066137,4.8,61.07692307692308,189.22222222222223,101.39516190627943,8.109950736733397,2.8489444558311128,2.278688524590164,33.89526542324247,4879,315,0.06456241032998565,72.19430211108833,1.6958393113342896,-0.17565076394715734,1,1,1,1,1,0,0,1,1,7,Below Mean,Below Mean,61,59.990147783251224
130303,LA LIBERTAD,BOLIVAR,CONDORMARCA,BOLIVARCONDORMARCA,1734,385,20,3,171,22,32,6.5,26.7541,4.5898,11.159,,1280.5,55.16,65.9,66,105,1.0,266.5096798,4.8,86.7,128.33333333333334,86.30080534883446,7.950930718877401,2.5483718735252476,2.347826086956522,92.15785747994336,2119,171,0.08069844266163284,60.42944785276073,2.6031146767343087,0.25571536843830045,1,0,1,1,1,0,0,1,1,6,Below Mean,Below Mean,23,82.0344827586207
130304,LA LIBERTAD,BOLIVAR,LONGOTEA,BOLIVARLONGOTEA,980,1318,18,7,131,26,28,7.4,11.42409,14.539200000000001,12.8743,,2147.3,27.58,38.0,52,79,1.0,154.526587,4.8,54.44444444444444,188.28571428571428,161.7844571950586,14.871227305369787,2.3498694516971277,2.16,98.04188424717144,2298,131,0.05700609225413403,93.44212358572672,1.2001740644038295,0.2992796826892275,1,0,1,1,1,0,0,0,1,5,Below Mean,Below Mean,25,47.67487684729063
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,BOLIVARUCHUMARCA,1317,1128,25,8,126,39,30,7.1,11.46927,8.3194,13.8364,,2100.02,66.98,52.8,37,89,1.0,179.92320999999998,4.8,52.68,141.0,183.41157875073486,13.58913060744081,2.8220858895705523,2.090909090909091,99.03353783231083,2445,126,0.051533742331288344,85.89038854805726,2.7394683026584867,0.3066217139409688,1,0,1,1,1,0,0,1,1,6,Below Mean,Below Mean,33,65.90147783251231
130306,LA LIBERTAD,BOLIVAR,UCUNCHA,BOLIVARUCUNCHA,223,672,6,3,66,15,8,6.5,5.17877,2.1624,2.9049,,874.68,7.88,42.4,20,45,1.0,81.6525532,4.8,37.166666666666664,224.0,110.22313016906371,10.961077944590224,2.569832402234637,2.5555555555555554,56.79972067039106,895,65,0.07262569832402235,97.72960893854749,0.8804469273743016,-0.006070147541644169,1,0,1,1,1,0,0,0,1,5,Below Mean,Below Mean,9,53.0935960591133
130401,LA LIBERTAD,CHEPEN,CHEPEN,CHEPENCHEPEN,3134,44237,26,99,1812,319,307,9.8,208.15362,58.644800000000004,77.02969999999999,,44025.56,11465.4,21.7,501,1311,1.0,236.7186424,4.8,120.53846153846153,446.83838383838383,528.0530453059071,200.11520647348897,1.3214836081146693,5.008,28.45664541597179,47371,1812,0.03825125076523612,92.93778894260201,24.20341559181778,-0.21591736375389736,0,1,0,1,0,0,0,0,0,2,Below Mean,Above Mean,125,27.600985221674872
130402,LA LIBERTAD,CHEPEN,PACANGA,CHEPENPACANGA,4194,18554,36,32,1486,143,121,7.9,103.59611,24.6191,30.9035,,20779.56,1788.76,32.5,420,1066,1.0,478.5312199,4.8,116.5,579.8125,142.10149133887262,47.537128308480504,1.160541586073501,3.8823529411764706,23.774013100052752,22748,1486,0.06532442412519782,91.34675575874803,7.863372604184983,-0.2505867617363175,1,1,1,1,0,0,0,0,0,4,Below Mean,Above Mean,68,40.90147783251231
130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,CHEPENPUEBLO NUEVO,2992,9460,20,23,730,84,82,8.4,36.84588,17.847,17.709400000000002,,11587.539999999999,1973.94,35.6,220,510,1.0,221.2471114,4.8,149.6,411.30434782608694,194.35281992115534,56.28096078274946,1.3331191776421458,3.86046511627907,24.888732733697402,12452,730,0.05862512046257629,93.05766141985222,15.852393189849021,-0.24233357079363743,1,1,1,1,0,0,0,0,0,4,Below Mean,Above Mean,43,44.7192118226601
131101,LA LIBERTAD,GRAN CHIMU,CASCAS,GRAN CHIMUCASCAS,9331,4723,85,22,868,165,133,7.4,227.74681,33.1533,43.7035,,12383.42,945.6,35.3,314,554,1.0,381.17440439999996,4.8,109.7764705882353,214.6818181818182,280.71139815493865,36.87026158569634,2.120392770741426,2.7850467289719627,54.41947132488971,14054,868,0.0617617760068308,88.11313505051943,6.728333570513732,-0.02369310110475884,1,0,0,1,1,0,0,1,0,4,Below Mean,Below Mean,107,44.349753694581274
131102,LA LIBERTAD,GRAN CHIMU,LUCMA,GRAN CHIMULUCMA,4323,624,50,3,394,67,52,5.9,54.74226,5.8609,8.1832,,2978.64,0.0,51.7,152,241,0.0,236.16061559999997,4.8,86.46,208.0,224.42353423472363,20.947607997342978,2.405498281786942,2.2452830188679247,28.948049322821905,4947,393,0.07944208611279563,60.211036992116426,0.0,-0.21227909440723414,1,1,1,1,1,0,0,1,1,7,Below Mean,Below Mean,53,64.54679802955664
131103,LA LIBERTAD,GRAN CHIMU,MARMOT,GRAN CHIMUMARMOT,1959,532,23,5,192,34,16,6.3,12.8445,5.2581999999999995,4.3133,,1556.3,3.94,48.8,76,115,0.0,,4.8,85.17391304347827,106.4,1127.1048963584876,,2.0072260136491367,1.7857142857142858,30.30218787635488,2491,191,0.07667603372139703,62.47691690084304,0.15816940987555198,-0.20225328728243122,1,1,0,1,1,0,0,1,1,6,Below Mean,Below Mean,28,60.97536945812807
131104,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,GRAN CHIMUSAYAPULLO,4948,1722,59,7,584,115,81,5.8,31.37002,13.5815,14.6332,,4554.64,66.98,56.7,203,381,0.0,191.8594216,4.8,83.86440677966101,246.0,344.0018710032429,34.76503756957016,2.9385307346326837,2.9696969696969697,38.392953523238376,6670,584,0.08755622188905547,68.28545727136432,1.0041979010494755,-0.14235066088131387,1,1,0,1,1,0,0,1,1,6,Below Mean,Above Mean,66,70.70443349753694
130502,LA LIBERTAD,JULCAN,CALAMARCA,JULCANCALAMARCA,4543,689,48,3,565,68,75,5.7,33.79327,5.565300000000001,14.7594,,3676.02,149.72,51.5,136,429,1.0,170.4728766,4.8,94.64583333333333,229.66666666666666,299.16782667818256,30.691099395691197,2.7331804281345566,2.803921568627451,49.367259174311926,5232,565,0.10798929663608563,70.26032110091744,2.8616207951070334,-0.06109880412024809,1,0,0,0,1,0,0,1,1,4,Below Mean,Below Mean,51,64.30049261083744
130503,LA LIBERTAD,JULCAN,CARABAMBA,JULCANCARABAMBA,5465,1363,67,5,541,82,67,6.0,26.00665,9.4221,14.6808,,4570.4,338.84,59.7,141,400,1.0,191.25833580000003,4.8,81.56716417910448,272.6,376.4541801476869,35.700404750672305,2.1821909783245457,2.0694444444444446,37.62653778558875,6828,541,0.07923257176332747,66.9361452841242,4.962507322788517,-0.14802507015283276,1,1,0,1,1,0,0,1,0,5,Below Mean,Below Mean,72,74.39901477832512
130504,LA LIBERTAD,JULCAN,HUASO,JULCANHUASO,5453,707,56,3,464,76,66,5.6,92.8348,12.550600000000001,7.2212,,3498.72,7.88,59.1,118,346,1.0,358.4059042,4.8,97.375,235.66666666666666,164.61782383773576,17.18721686170258,2.3051948051948052,2.406779661016949,20.514772727272724,6160,464,0.07532467532467532,56.79740259740259,0.12792207792207794,-0.2747176125016322,1,1,1,1,1,0,0,1,1,7,Below Mean,Below Mean,59,73.66009852216749
130501,LA LIBERTAD,JULCAN,JULCAN,JULCANJULCAN,9582,2996,90,13,1253,123,135,6.0,116.92452,36.719800000000006,32.7115,,9853.94,346.71999999999997,44.4,293,960,1.0,188.8377333,4.8,106.46666666666667,230.46153846153845,545.441836226489,66.60745064132794,2.0512005088249325,2.504854368932039,45.512104468118935,12578,1253,0.09961838130068373,78.34266179042774,2.756559071394498,-0.08964170131472338,1,1,0,1,1,0,0,1,1,6,Below Mean,Below Mean,103,55.556650246305416
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,OTUZCOAGALLPAMPA,9168,925,61,10,852,111,89,5.9,75.17744,9.4425,16.953799999999998,,7292.94,39.4,44.9,210,641,0.0,212.2351046,4.8,150.29508196721312,92.5,334.5346667970592,47.555751999756595,1.9815713861091846,2.816901408450704,29.395769345090645,10093,851,0.0843158624789458,72.25740612305557,0.39036956306350934,-0.2089642529698734,1,1,0,1,1,0,0,1,1,6,Below Mean,Below Mean,71,56.172413793103445
130604,LA LIBERTAD,OTUZCO,CHARAT,OTUZCOCHARAT,1848,778,15,9,216,21,25,6.0,27.70588,10.8309,12.186399999999999,,1867.56,3.94,42.1,59,157,0.0,54.2749524,4.8,123.2,86.44444444444444,442.1929258108387,48.3832759658026,1.7517136329017517,1.9166666666666667,81.21172886519419,2626,216,0.08225437928408226,71.11805026656512,0.15003808073115005,0.17467212956998998,1,0,0,1,1,0,0,1,1,5,Below Mean,Below Mean,24,52.724137931034484
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,OTUZCOHUARANCHAL,2064,2161,30,6,356,40,31,6.0,20.0695,12.3904,12.9644,,2612.22,43.339999999999996,51.7,134,223,0.0,110.9906214,4.8,68.8,360.1666666666667,324.351729415581,38.066279355023056,1.680473372781065,1.9722222222222223,53.69869822485207,4225,357,0.08449704142011834,61.8276923076923,1.0257988165680472,-0.029029580199065704,1,0,0,1,1,0,0,1,1,5,Below Mean,Below Mean,36,64.54679802955664
130606,LA LIBERTAD,OTUZCO,LA CUESTA,OTUZCOLA CUESTA,582,77,4,3,41,6,8,6.4,4.98165,3.5218000000000003,1.9143,,350.65999999999997,0.0,56.6,11,30,0.0,34.0992136,4.8,145.5,25.666666666666668,205.28332653395856,19.325958883696956,2.12443095599393,2.0,50.83497723823976,659,41,0.0622154779969651,53.21092564491654,0.0,-0.05023207398828505,1,0,1,1,1,0,0,1,1,6,Below Mean,Below Mean,7,70.58128078817734
130608,LA LIBERTAD,OTUZCO,MACHE,OTUZCOMACHE,1926,955,19,4,218,26,30,6.7,47.68753,5.824,5.4796000000000005,,2710.72,35.46,49.6,52,165,0.0,30.0369874,4.8,101.36842105263158,238.75,765.722597067108,95.91507835436252,1.94376952447067,2.4347826086956523,33.28462339465464,2881,217,0.07532106907323846,94.08955223880596,1.230822631030892,-0.18017185167850294,1,1,0,1,1,0,0,0,1,5,Below Mean,Below Mean,23,61.960591133004925
130601,LA LIBERTAD,OTUZCO,OTUZCO,OTUZCOOTUZCO,11825,14214,84,46,2159,203,181,7.1,236.44178,45.9327,47.6254,,22544.68,1516.9,34.8,534,1625,0.0,330.2762645,4.8,140.77380952380952,309.0,393.6098774666866,78.84005845657734,1.4747110104074657,2.953846153846154,32.00754637274857,26039,2159,0.08291409040285726,86.58043703675257,5.825492530435117,-0.18962710858093934,1,1,0,1,1,0,0,1,0,5,Below Mean,Above Mean,130,43.733990147783246
130610,LA LIBERTAD,OTUZCO,PARANDAY,OTUZCOPARANDAY,407,148,2,3,57,3,9,5.3,32.30525,2.8835,2.8813,,394.0,7.88,59.6,21,36,1.0,17.8575826,4.8,203.5,49.333333333333336,279.9931050017935,31.079234655199073,2.1621621621621623,2.4,90.8518018018018,555,57,0.10270270270270271,70.990990990991,1.4198198198198198,0.24604555858823912,1,0,0,1,1,0,0,1,1,5,Below Mean,Below Mean,5,74.27586206896551
130611,LA LIBERTAD,OTUZCO,SALPO,OTUZCOSALPO,5146,1257,42,12,497,47,48,6.5,44.46125,6.8864,7.4293000000000005,,5066.84,23.64,47.1,134,363,1.0,161.6268739,4.8,122.52380952380952,104.75,334.10285490895706,39.6159366663343,1.483679525222552,1.7592592592592593,20.3049742308293,6403,497,0.07761986568795877,79.132281742933,0.3692019365922224,-0.27627092420295524,1,1,0,1,1,0,0,1,1,6,Below Mean,Below Mean,54,58.88177339901478
130613,LA LIBERTAD,OTUZCO,SINSICAP,OTUZCOSINSICAP,5222,2328,36,18,1095,78,67,4.7,52.52452,15.2705,11.0389,,4125.18,137.9,65.3,338,757,1.0,370.9553864,4.8,145.05555555555554,129.33333333333334,145.57006578082672,20.3528517897267,1.9205298013245033,2.685185185185185,25.58685430463576,7550,1095,0.14503311258278145,54.63814569536424,1.8264900662251657,-0.2371647996943793,1,1,1,0,1,0,0,1,1,6,Below Mean,Below Mean,54,81.29556650246306
130614,LA LIBERTAD,OTUZCO,USQUIL,OTUZCOUSQUIL,19442,3779,140,30,2454,258,158,5.2,180.3876,29.5924,25.5394,,17328.12,157.6,55.8,690,1764,0.0,382.12333129999996,4.8,138.87142857142857,125.96666666666667,444.8825446529337,60.76833864344572,1.7914818483269455,2.447058823529412,19.247211575728866,23221,2454,0.10568020326428663,74.62262607122862,0.678696007923862,-0.284102415549382,1,1,0,1,1,0,0,1,1,6,Below Mean,Below Mean,170,69.59605911330048
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,PACASMAYOGUADALUPE,3693,38118,12,95,2204,283,304,9.0,284.44587,17.930400000000002,19.589,,40199.82,9002.9,30.5,607,1598,1.0,136.4121187,4.8,307.75,401.2421052631579,784.3877876812128,306.50502608167466,1.403936763052785,5.485981308411215,8.198978737652771,41811,2205,0.052737317930688095,96.14651646695846,21.532371863863574,-0.3659016163885209,1,1,0,1,0,0,0,0,0,3,Below Mean,Above Mean,107,38.4384236453202
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,PACASMAYOJEQUETEPEQUE,336,3922,0,9,192,26,21,8.7,14.69839,2.6471,2.6593,,4215.8,1221.4,39.8,59,132,1.0,40.71348029999999,4.8,,435.77777777777777,221.0570045518806,104.58452504243418,1.103804603100047,5.222222222222222,10.929485674025363,4258,191,0.044856740253640205,99.00892437764209,28.68482855800846,-0.34568541633603384,1,1,1,1,0,0,0,0,0,4,Below Mean,Above Mean,9,49.89162561576354
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYOPACASMAYO,31,30208,0,66,664,175,175,10.5,92.43501,32.8871,36.8305,,28765.94,8628.6,11.6,188,476,1.0,28.208235600000002,4.8,,457.6969696969697,2339.742227620929,1071.9918972883224,1.1574456827276034,5.303030303030303,21.3146516088495,30239,664,0.021958398095175104,95.12860875028936,28.534673765666856,-0.26879544791295773,0,1,0,1,0,0,0,0,0,2,Above Mean,Above Mean,66,15.16256157635468
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,PACASMAYOSAN JOSE,1075,11130,10,29,759,70,86,8.1,170.58787,23.631400000000003,33.902800000000006,,11973.66,2253.68,33.7,224,535,1.0,146.0332368,4.8,107.5,383.7931034482759,267.0624910780585,83.57686419506932,1.278164686603851,4.0,48.61114297419091,12205,759,0.062187628021302746,98.10454731667349,18.4652191724703,-0.06669695740122072,1,1,1,1,0,0,0,0,0,4,Below Mean,Above Mean,39,42.37931034482759
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,PACASMAYOSAN PEDRO DE LLOC,1008,17298,8,53,601,118,157,10.0,141.08049,24.1829,24.313299999999998,,17229.62,5204.74,21.0,175,426,1.0,558.1471571999999,4.8,126.0,326.37735849056605,109.29017412901017,32.79780209189607,1.5022397028296732,4.508196721311475,23.242802906150985,18306,601,0.03283076586911395,94.12006992242979,28.43188025783896,-0.25451974993231347,0,1,1,1,0,0,0,0,0,3,Below Mean,Above Mean,61,26.738916256157633
